fac,11,12,biot-savart-spiral,1
fac,12,1,complex-trig,0
fac,12,2,addition-theorem-for-sine,1
fac,12,3,cube-roots-of-unity,1
fac,12,4,complex-cube-root,0
fac,12,5,visualize-diffeq-in-complex-plane,1
fac,12,6,complex-hundredth-derivative,0
fac,12,7,factor-cubic,0
fac,12,8,i-to-the-i,0
fac,12,9,swimbladder,0
fac,12,10,spider-oscillations,0
fac,13,1,fmradiolrc,0
fac,13,2,lr-units,1
fac,13,3,oscilloscope-square-wave,0
fac,13,4,cap-energy-in-terms-of-v,0
fac,13,5,cap-vary-gap,0
fac,13,6,earthcap-fac,0
fac,14,1,lc-phase,0
fac,14,2,rc-par-impedance,0
fac,14,3,lrc-z-plot,0
fac,14,4,series-to-parallel,0
fac,14,5,notch-filter,0
fac,14,6,whole-body-impedance,0
fac,14,7,capacitor-paradox,0
fac,14,8,lc-e-sharing,0
fac,15,1,b-wire-ampere-fac,0
fac,15,2,sheet-b,0
fac,15,3,rolling-wire-fac,0
fac,15,4,circularcap,0
fac,15,5,dropping-circuit,0
fac,15,6,amperian-rectangle,0
fac,17,1,six-tenths-c-twice,0
fac,17,2,enterprise-ke,0
fac,17,3,gamma-derivation,0
fac,17,4,vintermsofp,0
fac,17,5,ultrarelativistic,0
fac,17,6,double-voltage,0
fac,17,7,velocity-addition-double-limit,0
fac,17,8,ke-taylor,0
fac,17,9,p-rel-taylor,0
fac,17,10,congruent-four-vectors,1
fac,17,11,momentum-cone,0
fac,17,12,no-pe-in-vacuum,0
fac,17,13,doppler-taylor,0
fac,17,14,side-by-side-lasers,0
fac,17,15,gamma-decay-energy-comparisons,0
fac,17,16,gamma-approx-si,1
fac,17,17,ball-through-hole,0
fac,17,18,energy-to-traverse-galaxy,0
